time,frame,face_detected,confidence,emotion,gaze,alert_level,reason
14:01:10,557,Unknown,91.3,neutral,CENTER,HIGH,wrong_face
14:01:10,558,Unknown,91.3,neutral,CENTER,HIGH,wrong_face
14:01:11,559,Unknown,91.3,neutral,CENTER,HIGH,wrong_face
14:01:11,560,Unknown,88.0,neutral,CENTER,HIGH,wrong_face
14:01:11,561,Unknown,88.0,neutral,CENTER,HIGH,wrong_face
14:01:11,562,Unknown,88.0,neutral,CENTER,HIGH,wrong_face
14:01:11,563,Unknown,88.0,neutral,CENTER,HIGH,wrong_face
14:01:11,564,Unknown,88.0,neutral,CENTER,HIGH,wrong_face
14:01:11,565,Unknown,88.7,neutral,CENTER,HIGH,wrong_face
14:01:11,566,Unknown,88.7,neutral,CENTER,HIGH,wrong_face
14:01:11,567,Unknown,88.7,neutral,CENTER,HIGH,wrong_face
14:01:11,568,Unknown,88.7,neutral,CENTER,HIGH,wrong_face
14:01:11,569,Unknown,88.7,neutral,CENTER,HIGH,wrong_face
14:01:11,570,Unknown,86.0,neutral,CENTER,HIGH,wrong_face
14:01:11,571,Unknown,86.0,neutral,CENTER,HIGH,wrong_face
14:01:11,572,Unknown,86.0,neutral,CENTER,HIGH,wrong_face
14:01:11,573,Unknown,86.0,neutral,CENTER,HIGH,wrong_face
14:01:12,574,Unknown,86.0,neutral,CENTER,HIGH,wrong_face
14:01:12,575,Unknown,86.3,neutral,CENTER,HIGH,wrong_face
14:01:12,576,Unknown,86.3,neutral,CENTER,HIGH,wrong_face
14:01:12,577,Unknown,86.3,neutral,CENTER,HIGH,wrong_face
14:01:12,578,Unknown,86.3,neutral,CENTER,HIGH,wrong_face
14:01:12,579,Unknown,86.3,neutral,CENTER,HIGH,wrong_face
14:01:12,580,Unknown,86.7,neutral,CENTER,HIGH,wrong_face
14:01:12,581,Unknown,86.7,neutral,CENTER,HIGH,wrong_face
14:01:12,582,Unknown,86.7,neutral,CENTER,HIGH,wrong_face
14:01:12,583,Unknown,86.7,neutral,CENTER,HIGH,wrong_face
14:01:12,584,Unknown,86.7,neutral,CENTER,HIGH,wrong_face
14:01:13,585,Unknown,89.1,neutral,CENTER,HIGH,wrong_face
14:01:13,586,Unknown,89.1,neutral,CENTER,HIGH,wrong_face
14:01:13,587,Unknown,89.1,neutral,CENTER,HIGH,wrong_face
14:01:13,588,Unknown,89.1,neutral,CENTER,HIGH,wrong_face
14:01:13,589,Unknown,89.1,neutral,CENTER,HIGH,wrong_face
14:01:13,590,Unknown,90.2,neutral,CENTER,HIGH,wrong_face
14:01:13,591,Unknown,90.2,neutral,CENTER,HIGH,wrong_face
14:01:13,592,Unknown,90.2,neutral,CENTER,HIGH,wrong_face
14:01:13,593,Unknown,90.2,neutral,CENTER,HIGH,wrong_face
14:01:13,594,Unknown,90.2,neutral,CENTER,HIGH,wrong_face
14:01:13,595,Unknown,86.8,neutral,CENTER,HIGH,wrong_face
14:01:14,596,Unknown,86.8,neutral,CENTER,HIGH,wrong_face
14:01:14,597,Unknown,86.8,neutral,CENTER,HIGH,wrong_face
14:01:14,598,Unknown,86.8,neutral,CENTER,HIGH,wrong_face
14:01:14,599,Unknown,86.8,neutral,CENTER,HIGH,wrong_face
14:01:14,600,Unknown,85.5,neutral,CENTER,HIGH,wrong_face
14:01:14,601,Unknown,85.5,neutral,CENTER,HIGH,wrong_face
14:01:14,602,Unknown,85.5,neutral,CENTER,HIGH,wrong_face
14:01:14,603,Unknown,85.5,neutral,CENTER,HIGH,wrong_face
14:01:14,604,Unknown,85.5,neutral,CENTER,HIGH,wrong_face
14:01:14,605,Unknown,85.1,neutral,CENTER,HIGH,wrong_face
14:01:14,606,Unknown,85.1,neutral,CENTER,HIGH,wrong_face
14:01:14,607,Unknown,85.1,neutral,CENTER,HIGH,wrong_face
14:01:14,608,Unknown,85.1,neutral,CENTER,HIGH,wrong_face
